Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Price to earnings ratio,"EPS diluted, Trailing 12 months","EPS diluted, Trailing 12 months - Currency","EPS diluted growth %, TTM YoY","Dividend yield %, Trailing 12 months",Sector,Analyst Rating
MESA,"Mesa Air Group, Inc.",1.03,USD,4.02989597,71752,0.41208717,42552618.55368144,USD,,-2.3054,USD,57.93603007,0,Transportation,
MFBI,"Monroe Federal Bancorp, Inc.",14.05,USD,0.35714286,160,0.30126153,7396450,USD,,,,,0,Finance,
MFBP,"M&F Bancorp, Inc.",18.4,USD,0.27247956,810,0.45485175,36431540.75204359,USD,9.60484418,1.9157,USD,-36.47788315,1.14441,Finance,
MGIH,Millennium Group International Holdings Limited,1.565,USD,5.74324324,55122,0.64891171,17606250,USD,,-0.7796,USD,-889.34010152,0,Process industries,
MGLD,"The Marygold Companies, Inc.",1.04,USD,6.76521918,935,0.03238566,43827871,USD,,-0.141,USD,-379.59183673,0,Miscellaneous,
MGRM,Monogram Technologies Inc.,2.32,USD,0.43290043,10102,0.20910568,79604422.5108225,USD,,-0.4961,USD,-6.0042735,0,Health technology,Strong buy
MGRX,"Mangoceuticals, Inc.",4.145,USD,-3.82830626,9886,0.09648747,20264058.68909513,USD,,-5.7206,USD,26.09521349,0,Health technology,
MGX,"Metagenomi, Inc.",1.9,USD,2.7027027,83526,0.1842822,71105447.99999999,USD,,-2.5019,USD,,0,Health technology,Strong buy
MGYR,"Magyar Bancorp, Inc.",14.52,USD,0.06891799,1248,0.59607394,94084099,USD,11.25755931,1.2898,USD,10.76949502,1.44628,Finance,
MHGU,"Meritage Hospitality Group, Inc.",14.35,USD,-4.96185228,2414,2.21711976,90275851.00000001,USD,,,,,0,Consumer services,Strong buy
MI,NFT Limited,2.1592,USD,-2.29864253,1722,0.0660793,1511089.2521267,USD,,,,,0,Technology services,
MIND,"MIND Technology, Inc.",7.2,USD,0,63102,0.1315835,57379829.00000001,USD,15.83809943,0.4546,USD,,0,Industrial services,Strong buy
MIST,Milestone Pharmaceuticals Inc.,1.75,USD,6.70731707,452545,0.38119954,93323837.80487806,USD,,-0.897,USD,35.07057546,0,Health technology,Strong buy
MKFG,Markforged Holding Corporation,2.445,USD,-0.20408163,14861,0.14400305,50422548.40408163,USD,,-4.3836,USD,-30.95536835,0,Producer manufacturing,Neutral
MKZR,"MacKenzie Realty Capital, Inc.",1.8096,USD,1.09497207,48750,0.24715543,24116804,USD,,-1.5064,USD,-167.80444444,23.743,Finance,
MLGO,"MicroAlgo, Inc.",4.57,USD,10.12048193,1214100,0.01772004,45575881.00240964,USD,,,,,0,Technology services,
MLSS,"Milestone Scientific, Inc.",1.08,USD,-2.7027027,12326,0.10019525,84123449.51351352,USD,,-0.0591,USD,39.19753086,0,Health technology,Strong buy
MNDO,MIND C.T.I. Ltd.,2.0226,USD,0.87780549,12859,0.34203653,40825830.95401497,USD,8.62148338,0.2346,USD,-4.16666667,11.9701,Technology services,
MNOV,"MediciNova, Inc.",1.62,USD,3.18471338,1925,0.10729614,79454920.35668789,USD,,-0.2253,USD,-28.89016018,0,Health technology,Strong buy
MNTS,Momentus Inc.,2.375,USD,3.26086957,61635,0.26226253,7796842.06521739,USD,,-45.2528,USD,92.59606482,0,Electronic technology,
MOBQ,"Mobiquity Technologies, Inc.",2.41,USD,-3.21285141,6166,0.27909419,41329945.59839358,USD,,-0.7962,USD,88.4227822,0,Commercial services,
MOBX,"Mobix Labs, Inc.",1.07,USD,-2.72727273,55753,0.23854388,39582616.02727273,USD,,-1.4305,USD,-147.66274238,0,Electronic technology,
MODV,ModivCare Inc.,3.22,USD,2.87539936,63425,0.17052491,46026296.27476038,USD,,-12.8724,USD,11.52746467,0,Transportation,Buy
MOGU,MOGU Inc.,2.41,USD,5.70175439,293,0.06530849,17612355,USD,,-0.7639,USD,69.20130629,0,Retail trade,
MOVE,Movano Inc.,4.04,USD,-4.96353799,9085,0.51626945,26799384.19195484,USD,,-5.1992,USD,55.00904284,0,Technology services,Strong buy
MPCB,Mountain Pacific Bancorp Inc.,11.25,USD,0,2700,0.85044727,70596400.64516129,USD,,,,,0,Finance,
MRCR,Moro Corporation,2.16,USD,-4,5000,0.24712959,13759200,USD,7.55773268,0.2858,USD,15.14907333,0,Industrial services,
MRGO,"Margo Caribe, Inc.",7.75,USD,24,450,0.28475606,22180500,USD,,,,,0,Process industries,
MRIN,Marin Software Incorporated,1.49,USD,2.05479452,11686,0.46089892,4683739.47945206,USD,,-3.9377,USD,47.45669985,0,Technology services,
MRKR,"Marker Therapeutics, Inc.",1.4601,USD,5.80434783,38994,1.10821856,15636218.30630435,USD,,-1.0812,USD,48.02172972,0,Health technology,Strong buy
MSAI,"MultiSensor AI Holdings, Inc.",1.2116,USD,0.1322314,10562,0.0680259,38917650.39768595,USD,,,,,0,Electronic technology,Strong buy
MSGM,Motorsport Games Inc.,1.2,USD,-1.63934426,5913,0.25150144,4660269.83606557,USD,0.73237717,1.6385,USD,,0,Technology services,
MSPR,"MSP Recovery, Inc.",2.0024,USD,0.12,2399,0.03840532,14170394.092,USD,,-139.9728,USD,13.53362836,0,Finance,
MSS,Maison Solutions Inc.,1.21,USD,1.25523013,19290,0.42081794,16649600,USD,,-0.1434,USD,,0,Retail trade,
MSSA,Metal Sky Star Acquisition Corporation,12,USD,-1.2345679,1933,0.4531283,76888992.39669421,USD,63.59300477,0.1887,USD,-26.02900823,0,Finance,
MSVB,"Mid-Southern Bancorp, Inc.",15.05,USD,0.33333333,319,0.15740649,43419837.95333334,USD,,-2.4551,USD,-561.39823341,1.6,Finance,
MSW,Ming Shing Group Holdings Limited,5.62,USD,-1.23022847,2108,0.00517902,72919450.61511423,USD,,,,,0,Industrial services,
MTBLY,Moatable Inc.,1.85,USD,-1.59574468,10158,1.70210627,33594343,USD,,-0.0832,USD,97.2987013,0,Technology services,
MTC,"MMTec, Inc.",1.28,USD,2.4,44623,0.24572434,32239216.64,USD,,,,,0,Technology services,
MTEK,Maris-Tech Ltd.,2.21,USD,5.23809524,2260,0.04341395,17411537.61904762,USD,,-0.04,USD,84.2209073,0,Consumer durables,
MTEN,Mingteng International Corporation Inc.,5.05,USD,1.60965795,66291,0.8081893,31347900.40241449,USD,,,,,0,Producer manufacturing,
MTEX,"Mannatech, Incorporated",11.7,USD,2.72168569,3653,0.76237582,22052324.3546971,USD,,-0.8228,USD,79.62105263,0,Health technology,
MTR,Mesa Royalty Trust,6.32,USD,1.93548387,2926,0.85568066,11777889,USD,21.41646899,0.2951,USD,-84.79806305,3.33796,Miscellaneous,
MTVA,MetaVia Inc.,1.54,USD,5.47945205,3714,0.13474097,13268655.82191781,USD,,-4.7704,USD,-65.48948866,0,Health technology,Strong buy
MULN,"Mullen Automotive, Inc.",2.1088,USD,-1.91627907,645308,0.05739141,2284199.1947907,USD,,-166863.4729,USD,98.81989109,0,Technology services,
MURA,Mural Oncology plc,3.4639,USD,0.98833819,28978,0.30982241,59095210.53568514,USD,,-9.1383,USD,,0,Health technology,Strong buy
MVLY,Mission Valley Bancorp,15.55,USD,0.32258065,28065,1.76043307,50473296,USD,8.33020839,1.8667,USD,-15.85756142,0,Finance,
MVO,MV Oil Trust,4.8,USD,0.20876827,44961,0.58736309,55085000,USD,3.02839117,1.585,USD,-10.19830028,27.3486,Miscellaneous,
MXC,Mexco Energy Corporation,10.56,USD,-0.47125353,167,0.02853628,21605759.00471254,USD,16.63778163,0.6347,USD,-30.45145737,0,Energy minerals,
MXE,"Mexico Equity and Income Fund, Inc. (The)",8.57,USD,0,285,0.03089565,37709800,USD,,-1.5153,USD,-133.86977805,3.47841,Miscellaneous,
MYND,"Mynd.ai, Inc.",1.12,USD,3.40688764,4019,0.1506513,49441111,USD,,-1.7935,USD,-177.26274071,517.773,Technology services,
MYNZ,Mainz Biomed N.V.,5.028743,USD,1.59076768,20949,0.09885563,11171840.21018485,USD,,,,,0,Health technology,Buy
MYSZ,"My Size, Inc.",1.4337,USD,-8.68152866,7132,0.15760386,2924976.29617834,USD,,-20.4821,USD,40.08699366,0,Technology services,
NA,Nano Labs Ltd,5.65,USD,3.47985348,1946,0.07905106,89774775.76007327,USD,,,,,0,Electronic technology,
NAAS,NaaS Technology Inc.,1.195,USD,9.63302752,143028,0.01570462,13328325,USD,,-9.7932,USD,17.45726712,0,Retail trade,
NAII,"Natural Alternatives International, Inc.",3.73,USD,2.19178082,1236,0.24336457,23121441.22465754,USD,,-1.2906,USD,-83.06382979,0,Health technology,
NCPL,Netcapital Inc.,2.05,USD,0.98522167,11396,0.13181424,3774736.69950739,USD,,-29.0192,USD,-191.01007662,0,Commercial services,
NDLS,Noodles & Company,1.3201,USD,0.77099237,2500,0.02051935,60300529.46366413,USD,,-0.7205,USD,-1112.96296296,0,Consumer services,Strong buy
NDRA,ENDRA Life Sciences Inc.,4.02,USD,0.5,3479,0.38418641,2158370.16,USD,,-1172.1966,USD,76.04845084,0,Health technology,Strong buy
NEHC,New Era Helium Inc,2.01,USD,-3.8277512,35722,0.13767475,28069955.8277512,USD,,-0.3309,USD,-65.28471528,0,Finance,
NEOV,NeoVolta Inc.,2.91,USD,4.11449016,29362,0.06825447,97243827.11270127,USD,,-0.0978,USD,-67.46575342,0,Producer manufacturing,Strong buy
NEPH,"Nephros, Inc.",1.52,USD,2.7027027,1042,0.0561244,16027222,USD,,-0.0883,USD,50.47672462,0,Health technology,
NERV,"Minerva Neurosciences, Inc",1.62,USD,2.53164557,13583,0.30632979,11329317.2278481,USD,8.52183062,0.1901,USD,,0,Health technology,Neutral
NEUE,"NeueHealth, Inc.",7.3301,USD,0.20642515,7143,0.44098854,60505817.93542036,USD,,-51.1562,USD,75.42153092,0,Health services,Neutral
NEUP,Neuphoria Therapeutics Inc.,5,USD,1.62601626,7461,0.13773917,8785135.16260163,USD,,-0.0629,USD,56.01398601,0,Health technology,Strong buy
NGHI,New Green Hemp Inc.,1.7464,USD,-30.144,1600,5.57231121,567730,USD,2.86765189,0.609,USD,227.41935484,0,Industrial services,
NGLD,Nevada Canyon Gold Corp,1.3925,USD,1.82815356,2054,0.05093678,37606595.29067642,USD,,-0.1391,USD,54.82299448,0,Commercial services,
NHPAP,"National Healthcare Properties, Inc. - 7.375% Series A Cumulative Redeemable Perpetual Preferred Stock",14.2753,USD,1.53129445,4706,0.54112479,60271421,USD,,-7.192,USD,-135.10951291,0,Finance,
NHTC,Natural Health Trends Corp. - Commn Stock,5.01,USD,-2.33918129,1873,0.07750559,57680505.99415205,USD,100.60240964,0.0498,USD,0.40322581,15.5945,Consumer non-durables,
NIDB,"Northeast Indiana Bancorp, Inc.",17.45,USD,0.22975302,3672,2.68421053,42450089.81517241,USD,9.70091172,1.7988,USD,1.42655765,3.86207,Finance,
NINE,"Nine Energy Service, Inc.",1.015,USD,-3.33333333,310517,0.45159265,42999258.93333333,USD,,-1.1969,USD,-187.78552537,0,Industrial services,Strong sell
NISN,"NiSun Intl Enterprise Development Group Co, Ltd",7.14,USD,9.67741935,43236,1.01107515,28685634.38709677,USD,1.70393528,4.1903,USD,12.03411582,0,Producer manufacturing,
NIVF,NewGenIvf Group Limited,1.29,USD,3.2,144399,0.03521621,2193000,USD,,,,,0,Finance,
NIXX,"Nixxy, Inc.",1.8326,USD,1.81111111,411177,0.04222804,27378427.02466667,USD,,-4.0145,USD,64.93335197,0,Commercial services,
NLSP,NLS Pharmaceutics Ltd.,1.53,USD,-4.375,10124,0.07762304,3782830.33125,USD,,-0.1891,USD,61.70514378,0,Health technology,
NMBF,NMB Finl. Corp,14.79,USD,0.20325203,800,2.09643606,77160232.03218076,USD,,,,,0,Finance,
NMI,"Nuveen Municipal Income Fund, Inc.",9.88,USD,1.02249489,6338,0.20532989,98299800,USD,7.25031188,1.3627,USD,369.73457428,4.35072,Miscellaneous,
NMS,Nuveen Minnesota Quality Municipal Income Fund,12.391,USD,-0.63352045,2263,0.14973269,72164600,USD,12.0934999,1.0246,USD,276.69117647,5.72574,Miscellaneous,
NMTC,NeuroOne Medical Technologies Corporation,1.08,USD,0.93457944,7202,0.0370905,33331548.44859813,USD,,-0.2655,USD,61.21822962,0,Health technology,
NNUP,"Nocopi Technologies, Inc.",1.49,USD,-0.66666667,22881,1.6374449,15679431.91333334,USD,,-0.3215,USD,-266.83964712,0,Process industries,
NNVC,"NanoViricides, Inc.",1.25,USD,3.30578512,89129,0.29542126,19551250,USD,,-0.7178,USD,10.23011506,0,Health technology,
NOM,Nuveen Missouri Quality Municipal Income Fund,10.9,USD,0.64635272,9531,1.01617391,25614900,USD,16.07669617,0.678,USD,87.24109362,5.66972,Miscellaneous,
NOTV,"Inotiv, Inc.",2.82,USD,1.43884892,139391,0.19537903,95511341.8057554,USD,,-4.6088,USD,-256.96692743,0,Commercial services,Buy
NRDE,NU RIDE INC,1.2,USD,0,905,0.0719413,19315556,USD,,-0.8383,USD,97.02430817,0,Consumer durables,
NRSN,NeuroSense Therapeutics Ltd.,1.12,USD,1.81818182,33361,0.28287928,26016414.83636364,USD,,-0.6985,USD,24.34744937,0,Health technology,Buy
NRT,North European Oil Royality Trust,4.41,USD,-0.8988764,1816,0.05480163,40898123,USD,7.8483716,0.5619,USD,-56.29618107,10.5618,Miscellaneous,
NRXP,"NRX Pharmaceuticals, Inc.",2.07,USD,-2.35849057,67194,0.24661398,35015384.75943396,USD,,-2.1535,USD,57.83899135,0,Health technology,Strong buy
NRXS,"Neuraxis, Inc.",2.18,USD,0,1913,0.09091255,15644500,USD,,-1.8126,USD,30.46113711,0,Health technology,
NSPR,InspireMD Inc.,3,USD,0.67114094,3559,0.03541389,78251290.26845637,USD,,-0.8364,USD,45.04960252,0,Health technology,Strong buy
NSTS,"NSTS Bancorp, Inc.",12.2,USD,-0.40816327,805,0.25621439,64173759.78775509,USD,,-0.9159,USD,-3058.27586207,0,Finance,
NSYS,Nortech Systems Incorporated,10.095,USD,0.95,264,0.0426453,27829430.6205,USD,6.47073906,1.5601,USD,113.53681905,0,Health technology,
NTIP,"Network-1 Technologies, Inc.",1.36,USD,1.49253731,426,0.01833867,31254530.4477612,USD,,-0.1303,USD,-113.95730706,7.46269,Commercial services,
NTRB,Nutriband Inc.,7.01,USD,0.7183908,12396,0.22099842,77854357.25287355,USD,,-0.7136,USD,-5.79688658,0,Health technology,Strong buy
NTRP,"NextTrip, Inc.",3.525,USD,9.13312693,6871,0.18800294,5614401.73374613,USD,,,,,0,Technology services,Neutral
NTWK,NETSOL Technologies Inc.,2.47,USD,0.40650407,918,0.0321823,28824936.14634146,USD,,-0.0723,USD,60.83423619,0,Technology services,
NTZ,"Natuzzi, S.p.A.",4.79,USD,-2.83975659,765,0.11610612,54302020,USD,,-2.1338,USD,-83.36340981,0,Consumer durables,
NUKK,Nukkleus Inc.,18.5,USD,6.44418872,185280,0.52882689,88622969.47640967,USD,,-6.9251,USD,-663.85395985,0,Commercial services,
NURO,"NeuroMetrix, Inc.",4.3301,USD,-1.02628571,7557,0.65758217,8918676.78301714,USD,,-4.2421,USD,23.94671734,0,Health technology,
NUVR,"Nuvera Communications, Inc.",11,USD,0,1000,0.28632785,56959935,USD,,-1.5687,USD,-225.55626701,0,Communications,
NUWE,"Nuwellis, Inc.",1.235,USD,0.40650407,24335,0.11228531,5401849.83739837,USD,,-116.5998,USD,79.45880373,0,Health technology,Buy
NVAC,NorthView Acquisition Corporation,12.02,USD,0,4013,1.42877488,70692852.48013383,USD,,-0.1582,USD,-233.27716933,0,Finance,
NVNO,enVVeno Medical Corporation,2.9948,USD,-0.50498339,6511,0.05868594,52516810.81009968,USD,,-1.3257,USD,34.21170165,0,Health technology,Strong buy
NVVE,Nuvve Holding Corp.,1.64,USD,-15.8974359,548268,0.08692888,2120841.27179487,USD,,-4.9844,USD,-311.25412541,0,Producer manufacturing,
NWGL,Nature Wood Group Limited,1.37,USD,3.0075188,81063,5.38792846,22015710,USD,,,,,0,Non-energy minerals,
NWPP,"New Peoples Bankshares, Inc.",3,USD,-0.39840637,6647,0.47338922,70931400.98684213,USD,9.98003992,0.3006,USD,-9.18429003,2.30263,Finance,
NXC,Nuveen California Select Tax-Free Income Portfolio,13.08,USD,0.30674847,4071,0.21479223,82964100,USD,15.4482107,0.8467,USD,322.92707293,4.15644,Miscellaneous,
NXGL,"NexGel, Inc",2.8276,USD,2.07942238,22061,0.28056935,26510945.72837546,USD,,-0.5808,USD,-21.10091743,0,Process industries,Strong buy
NXL,"Nexalin Technology, Inc.",2.4154,USD,-0.60082305,16261,0.07168296,32133330.55753087,USD,,-0.642,USD,-2.63788969,0,Health technology,Neutral
NXN,Nuveen New York Select Tax-Free Income Portfolio,11.8,USD,-0.11850347,2010,0.28367793,46368700,USD,14.71321696,0.802,USD,228.28489562,4.17302,Miscellaneous,
NYC,American Strategic Investment Co.,10.4,USD,2.86844708,6144,0.68012752,26932837,USD,,-85.5412,USD,-325.25440834,0,Finance,
OAKU,Oak Woods Acquisition Corporation,11.5,USD,0.17421603,2502,1.91372189,69436760,USD,216.16541353,0.0532,USD,,0,Finance,
OAKV,OAK VIEW BANKSHARES INC.,14.76,USD,0.61349693,600,1.2539185,43632878,USD,7.75739738,1.9027,USD,26.82130241,1.82927,Finance,
OBLG,Oblong Inc.,3.49,USD,2.34604106,5768,0.24006626,3995792.08797654,USD,,-18.8364,USD,79.2801672,0,Electronic technology,
OCC,Optical Cable Corporation,3.7401,USD,0.81132075,9293,0.29798532,30744907.34433963,USD,,-0.5447,USD,-312.1105919,0,Electronic technology,
OCG,Oriental Culture Holding LTD,1.3105,USD,-0.71969697,628,0.08929079,24335120.00000001,USD,,-0.6178,USD,-0.32478077,0,Retail trade,
OCTO,Eightco Holdings Inc.,1.33,USD,0.27897158,2722,0.099696,3247013.04380608,USD,,-4.7498,USD,98.342537,0,Technology services,
OCX,Oncocyte Corporation,3.5318,USD,10.71473354,34666,0.43512588,74388815.39398119,USD,,-4.4303,USD,66.16593606,0,Health technology,Buy
ODYS,Odysight.ai Inc.,5.99,USD,-2.92520865,10028,0.46395855,95362048.38181672,USD,,-0.8739,USD,22.10535698,0,Consumer durables,
OKUR,"OnKure Therapeutics, Inc.",5.1,USD,-1.73410405,12316,0.33891402,68031023.52601156,USD,,-11.4632,USD,51.65797231,0,Health technology,Strong buy
OKYO,OKYO Pharma Limited,1.2979,USD,3.00793651,18345,0.1004595,42696761,USD,,,,,0,Health technology,Strong buy
OLB,"The OLB Group, Inc.",1.17,USD,-2.5,2166,0.14019055,2518260.225,USD,,-15.7504,USD,-187.69430288,0,Technology services,
OMCC,Old Market Capital Corporation,6.25,USD,0.48231511,260,0.14614952,41874996.98553055,USD,,-0.601,USD,87.96338948,0,Finance,
ONEG,OneConstruction Group Limited,2.51,USD,15.13761468,6107,0.42089085,32630000,USD,,,,,0,Industrial services,
ONFO,Onfolio Holdings Inc.,1.22,USD,1.66666667,4910,0.15094038,6255423.93333333,USD,,-0.5984,USD,65.15663212,0,Technology services,
ONVC,Online Vacation Center Holdings Corp.,2.49,USD,13.18181818,200,0.18950161,36503400,USD,27.30263158,0.0912,USD,-25.85365854,0,Consumer services,
OPAD,Offerpad Solutions Inc.,1.87,USD,-3.10880829,11025,0.12399789,51201417.76165804,USD,,-2.2678,USD,51.025785,0,Technology services,Neutral
OPHC,"OptimumBank Holdings, Inc.",4.29,USD,0.94117647,2263,0.03183343,50412143.29411765,USD,3.22580645,1.3299,USD,53.28492393,0,Finance,Neutral
OPRX,OptimizeRx Corporation,5.14,USD,-2.65151515,14441,0.14333072,94683461.04545455,USD,,-1.3252,USD,-63.50400987,0,Technology services,Buy
OPTN,"OptiNose, Inc.",5.35,USD,-4.80427046,7883,0.37102058,53795852.14412811,USD,,-4.2345,USD,27.24226804,0,Health technology,Strong buy
OPTX,"Syntec Optics Holdings, Inc.",1.25,USD,0,54598,0.65467897,45860333,USD,,,,,0,Electronic technology,
OPXS,"Optex Systems Holdings, Inc.",5.6,USD,-0.53285968,2456,0.15266416,38621730.87033748,USD,9.20598389,0.6083,USD,39.48635634,0,Electronic technology,
ORBN,"Oregon Bancorp, Inc.",19.25,USD,-1.28205128,1955,1.14979709,44679252,USD,,,,,4.46753,Finance,
ORBT,Orbit International Corp.,3.91,USD,-2.25,1508,1.19872814,13089839.5234474,USD,,-0.2196,USD,-807.43801653,1.01394,Electronic technology,
ORGS,"Orgenesis, Inc.",4.72,USD,12.38095238,3681,0.12300629,24398849.88571428,USD,,-9.2604,USD,54.8592459,0,Health technology,
ORIS,Oriental Rise Holdings Limited,1.3405,USD,4.7265625,87196,0.01695368,29507756.25,USD,0.70626976,1.898,USD,-70.99145639,0,Consumer non-durables,
ORMP,Oramed Pharmaceuticals Inc.,2.24,USD,4.6728972,68126,0.31970289,90299039.10280374,USD,20.55045872,0.109,USD,,0,Health technology,
ORPB,Oregon Pacific Bancorp,8.32,USD,-0.12004802,46679,9.19674521,58307597.96078432,USD,7.90799354,1.0521,USD,-19.3854877,0,Finance,
OSRH,"OSR Holdings, Inc.",2.57,USD,12.71929825,26374,0.00378392,49541837.02192983,USD,,-0.1073,USD,-304.38095238,0,Health technology,
OSS,"One Stop Systems, Inc.",2.94,USD,4.44049734,25076,0.06502031,62076726.60746004,USD,,-0.5139,USD,-7.73584906,0,Electronic technology,Buy
OST,"Ostin Technology Group Co., Ltd.",2.42,USD,0.41493776,1110,0.02956255,4864200,USD,,-5.6781,USD,27.36308861,0,Electronic technology,
OSTX,OS Therapies Incorporated,1.539,USD,1.9205298,31366,0.10496202,33496793.64238411,USD,,,,,0,Health technology,Strong buy
OTLK,"Outlook Therapeutics, Inc.",1.53,USD,4.08163265,71438,0.1265753,48986288.93877551,USD,,-7.9387,USD,-99.18456443,0,Health technology,Strong buy
OTRK,"Ontrak, Inc.",1.3755,USD,5,4477,0.2092457,5801647.95,USD,,-10.5842,USD,89.52430723,0,Health services,Strong buy
OTTW,"Ottawa Bancorp, Inc.",14.75,USD,0,327,0.22275204,46035263.99999999,USD,46.87003495,0.3147,USD,-53.28781357,2.98305,Finance,
OWLT,"Owlet, Inc.",4.68,USD,4,29660,0.67094206,75048878.32000001,USD,,-2.3884,USD,60.23111378,0,Consumer durables,Strong buy
OXBR,Oxbridge Re Holdings Limited,3.4803,USD,-1.59470693,12031,0.27468852,25903600.21893291,USD,,-0.8307,USD,25.59118595,0,Finance,
PAVS,Paranovus Entertainment Technology Ltd.,1.43,USD,-3.37837838,19367,0.3067714,96291804.68243241,USD,,,,,0,Health technology,
PAYD,"Paid, Inc.",2.96,USD,1.98105082,180,0.31926215,23861743.00000001,USD,15.14066496,0.1955,USD,235.33447684,0,Technology services,
PBBK,"PB Bankshares, Inc.",15.8799,USD,-0.00062972,2963,1.32158787,40527330,USD,21.07205414,0.7536,USD,-0.34382439,0,Finance,
PBCO,PBCO Financial Corporation,14.25,USD,0,1300,0.24324982,75668525,USD,9.37438326,1.5201,USD,760.7587769,1.60702,Finance,
PBKX,Partners Bank California,10.25,USD,-2.38095238,500,0.42369291,39729000,USD,,,,,0,Finance,
PBNK,Pinnacle Bank,18.75,USD,-0.79365079,11359,1.43704772,99149251,USD,,,,,0,Finance,
PCHM,"PharmChem, Inc.",3.15,USD,-0.3164557,1100,0.50015914,18436951,USD,10.52104208,0.2994,USD,101.75202156,0,Health services,
PCLA,PicoCELA Inc.,1.4,USD,-10.82802548,255679,0.11647756,38753700,USD,,,,,0,Electronic technology,
PCM,"PCM Fund, Inc.",6.5736,USD,0.05479452,14321,0.29289952,77979300,USD,14.44112478,0.4552,USD,,14.6119,Miscellaneous,
PDSB,PDS Biotechnology Corporation,1.34,USD,3.87596899,71608,0.04874638,59749949.73643411,USD,,-1.1671,USD,31.67661866,0,Health technology,Strong buy
PEPG,PepGen Inc.,2.3628,USD,3.63157895,147522,0.00955274,77245578.88473687,USD,,-2.84,USD,14.06439119,0,Health technology,Buy
PETS,"PetMed Express, Inc.",4.03,USD,2.02531646,49475,0.19848681,83245526.65822786,USD,376.63551402,0.0107,USD,,0,Retail trade,Sell
PETZ,"TDH Holdings, Inc.",1.2888,USD,4.7804878,1128,0.05834312,13304628.17560976,USD,,-0.6633,USD,-365.53242594,0,Consumer non-durables,
PFBX,Peoples Financial Corp.,19.25,USD,-0.82431736,3063,2.30978056,88886219.72322814,USD,,,,,1.86239,Finance,
PGNT,"Paragon Technologies, Inc.",9,USD,0,1402,1.0490871,13986000,USD,72.40547064,0.1243,USD,-92.79085953,0,Distribution services,
PGP,Pimco Global StocksPlus & Income Fund,8.0599,USD,-0.00124069,5125,0.13745032,92200800,USD,8.35049731,0.9652,USD,13.4728427,10.273,Miscellaneous,
PGZ,Principal Real Estate Income Fund,10.65,USD,0.28248588,15856,0.4522636,71091400,USD,3.23413301,3.293,USD,,11.8644,Miscellaneous,
PHIO,Phio Pharmaceuticals Corp.,1.37,USD,3.78787879,129845,0.87019606,6544282.42424242,USD,,-13.9415,USD,81.02833333,0,Health technology,Strong buy
PHUN,"Phunware, Inc.",2.98,USD,3.47222222,118787,0.2705023,60108819.47916667,USD,,,,,0,Technology services,Buy
PLAG,Planet Green Holdings Corp.,1.86,USD,-4.37017995,12564,1.05555882,13545848,USD,,-1.3924,USD,71.8877448,0,Consumer non-durables,
PLCE,"Children's Place, Inc. (The)",7.31,USD,-4.19397117,63510,0.17910761,93458141.14285713,USD,,-14.196,USD,-128.92343417,0,Retail trade,Neutral
PLRX,"Pliant Therapeutics, Inc.",1.385,USD,2.59259259,1469398,0.30015519,84812263.18888888,USD,,-3.4736,USD,-26.44146768,0,Health technology,Neutral
PLUR,Pluri Inc.,4.69,USD,5.63063063,27653,4.77170762,32816587.02252253,USD,,-3.6828,USD,21.38831967,0,Health technology,
PMCB,"PharmaCyte Biotech, Inc.",1.788,USD,5.17647059,2763,0.09929883,12459023.80235294,USD,3.28073394,0.545,USD,,0,Health technology,
PMDI,Psychemedics Corp.,2.3,USD,-1.20699283,4372,0.64025774,13557260,USD,,-0.5142,USD,24.30443103,0,Health services,
PMVP,"PMV Pharmaceuticals, Inc.",1.34,USD,3.87596899,23630,0.14702286,69591029.19379845,USD,,-1.136,USD,21.32963989,0,Health technology,Strong buy
PNBK,Patriot National Bancorp Inc.,1.08,USD,0,25213,0.17091462,4294159,USD,,-7.4015,USD,-804.38660802,0,Finance,
PNF,PIMCO New York Municipal Income Fund,7.78,USD,0.64683053,471,0.03611077,60849900,USD,66.78111588,0.1165,USD,387.44769874,5.20052,Miscellaneous,
PNI,Pimco New York Municipal Income Fund II,7.3482,USD,0.3852459,5174,0.14428332,82126700,USD,67.10684932,0.1095,USD,-1.1732852,4.83607,Miscellaneous,
POAI,Predictive Oncology Inc.,1.25,USD,-3.10077519,30278,0.08240331,9012125.96899225,USD,,-3.0596,USD,34.04613063,0,Health technology,Neutral
POCI,"Precision Optics Corporation, Inc.",4.5,USD,-4.25531915,1213,0.06526348,34368202.34042553,USD,,-0.6483,USD,-124.17012448,0,Health technology,
PODC,"PodcastOne, Inc.",1.75,USD,-0.56818182,35565,0.75483912,43568924,USD,,-0.2366,USD,69.10420475,0,Technology services,Strong buy
POLA,"Polar Power, Inc.",2.757,USD,12.07317073,335605,0.41712525,6916767.20365854,USD,,-2.3105,USD,9.77076581,0,Electronic technology,
PORT,Southport Acquisition Corporation,11.355,USD,-0.30728709,100,0.37792895,65722590,USD,,-0.2717,USD,-226.13741876,0,Finance,
POSC,Positron Corp.,1.6,USD,-12.56830601,17035,0.925614,22841600,USD,,-0.0676,USD,-15.75342466,0,Health technology,
PPCB,"Propanc Biopharma, Inc.",7,USD,16.66666667,278,0.43793321,107604,USD,,-659.868,USD,98.23856272,0,Health technology,
